PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,fluc-Phenotype,fluc-Potency,fluc-Efficacy,fluc-Analysis Comment,fluc-Activity_Score,fluc-Curve_Description,fluc-Fit_LogAC50,fluc-Fit_HillSlope,fluc-Fit_R2,fluc-Fit_InfiniteActivity,fluc-Fit_ZeroActivity,fluc-Fit_CurveClass,fluc-Excluded_Points,fluc-Max_Response,fluc-Activity at 0.0009730000 uM,fluc-Activity at 0.00292 uM,fluc-Activity at 0.00876 uM,fluc-Activity at 0.026 uM,fluc-Activity at 0.079 uM,fluc-Activity at 0.237 uM,fluc-Activity at 0.710 uM,fluc-Activity at 2.130 uM,fluc-Activity at 6.390 uM,fluc-Activity at 19.20 uM,fluc-Activity at 57.50 uM,nluc-Phenotype,nluc-Potency,nluc-Efficacy,nluc-Analysis Comment,nluc-Activity_Score,nluc-Curve_Description,nluc-Fit_LogAC50,nluc-Fit_HillSlope,nluc-Fit_R2,nluc-Fit_InfiniteActivity,nluc-Fit_ZeroActivity,nluc-Fit_CurveClass,nluc-Excluded_Points,nluc-Max_Response,nluc-Activity at 0.0009730000 uM,nluc-Activity at 0.00292 uM,nluc-Activity at 0.00876 uM,nluc-Activity at 0.026 uM,nluc-Activity at 0.079 uM,nluc-Activity at 0.237 uM,nluc-Activity at 0.710 uM,nluc-Activity at 2.130 uM,nluc-Activity at 6.390 uM,nluc-Activity at 19.20 uM,nluc-Activity at 57.50 uM
334,24396899,16018907,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122320-01/229330977,,Inactive,8.85415,-43.6375,10,Inhibitor,6.8507,54.8573,,21,Partial curve; partial efficacy,-5.1643,1.5936,0.8152,-45.0876,9.7697,-2.2,0 0 0 0 0 0 0 0 0 0 0,-45.1059,21.1874,-3.3189,0,6.4961,3.0591,30.2883,11.6102,1.8033,-18.879,-32.6834,-45.1059,Inhibitor,10.8576,54.1243,,10,Partial curve; partial efficacy; poor fit,-4.9643,1.3443,0.7278,-44.6243,9.5,-2.4,1 0 0 0 0 0 0 0 0 0 0,-42.1692,50.4267,0.6784,1.4777,11.177,0.321,33.0432,2.6204,13.5352,-17.5421,-20.5287,-42.1692
335,24397013,16019018,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122434-01/229330980,,Inactive,22.9855,-74.2946,10,Inhibitor,21.6638,61.8804,,21,Partial curve; partial efficacy,-4.6643,3.132,0.7675,-64.6184,-2.738,-2.2,0 0 0 0 0 0 0 0 0 0 0,-61.547,-9.6,0,-16.9911,2.4889,-13.563,-8.9544,4.4458,20.8329,-2.6126,-28.3982,-61.547,Inhibitor,24.3072,86.7544,,41,Partial curve; high efficacy,-4.6143,2.3332,0.9076,-88.7829,-2.0285,-2.1,0 0 0 0 0 0 0 0 0 0 0,-87.0421,14.3828,0,-4.1286,6.6263,-10.3047,-10.6185,-5.5137,0,-13.3479,-27.9873,-87.0421
336,24397148,16019149,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122569-01/229331381,,Inactive,4.39075,-53.9113,10,Inhibitor,1.9308,57.1014,,10,Complete curve; partial efficacy; poor fit,-5.7143,0.5,0.6815,-52.9893,4.1121,-1.4,0 0 1 0 0 0 0 0 0 0 0,-42.1952,-3.9217,0,-35.7065,13.464,-4.7678,-14.4283,-25.0614,-33.4947,-7.9747,-54.2942,-42.1952,Inhibitor,6.8507,75.0492,,10,Complete curve; partial efficacy; poor fit,-5.1643,0.9,0.7502,-79.4619,-4.4128,-1.4,0 0 0 1 0 0 0 0 0 0 0,-65.6275,-1.3594,0,-26.2355,34.1798,0,7.0761,-13.8468,-42.6741,-19.1476,-72.0516,-65.6275
337,24397150,16019151,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122571-01/229331562,,Inactive,3.878,-59.0498,10,Inhibitor,4.3225,29.936,,10,Complete curve; partial efficacy; poor fit,-5.3643,4.9549,0.6188,-33.8547,-3.9188,-1.4,0 0 0 0 0 0 0 0 0 0 0,-45.9598,-16.0895,0,-16.2476,13.2281,-9.6948,1.318,-8.1841,2.9915,-31.8218,-20.1272,-45.9598,Inhibitor,3.4335,48.3808,,63,Complete curve; partial efficacy,-5.4643,4.9549,0.8047,-68.7395,-20.3587,-1.2,0 0 0 0 0 0 0 0 0 0 0,-72.1399,-11.9497,-29.683,-42.026,-22.4647,-25.8843,-32.5627,-12.7633,-20.9618,-71.0644,-61.8516,-72.1399
338,24397176,16019177,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122597-01/229331089,,Inactive,4.4524,-76.9728,10,Inhibitor,1.2182,38.0432,,23,Complete curve; partial efficacy,-5.9143,1.6266,0.8357,-40.6394,-2.5962,-1.2,0 0 0 0 0 0 0 0 0 0 0,-39.7636,-14.2284,0,-8.1363,7.4223,9.5959,-15.7061,-9.6776,-30.1698,-41.3662,-39.0628,-39.7636,Inhibitor,7.6866,136.79,,44,Partial curve; high efficacy,-5.1143,0.7,0.9577,-130.167,6.623,-2.1,1 0 0 0 0 0 0 0 0 0 0,-114.182,-36.5448,1.8775,5.462,3.1438,6.2362,-2.7262,-11.5555,-43.5282,-61.069,-64.5568,-114.182
339,24397189,16019190,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122610-01/229331644,,Inactive,24.3072,-126.386,10,Inhibitor,24.3072,113.652,,41,Partial curve; high efficacy,-4.6143,2.3332,0.9408,-117.851,-4.1993,-2.1,0 0 0 0 0 0 0 0 0 0 0,-109.121,0.4094,0,-11.8663,3.1626,-14.2754,-2.4026,-8.9311,10.8581,-20.3016,-44.0944,-109.121,Inhibitor,24.3072,134.489,,41,Partial curve; high efficacy,-4.6143,2.3332,0.8888,-146.524,-12.0344,-2.1,0 0 0 0 0 0 0 0 0 0 0,-143.651,0.4485,-11.4716,-15.9303,-16.608,-14.5223,-32.398,-23.1201,16.8075,-25.3357,-50.2737,-143.651
340,24397230,16019227,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122651-01/229331628,,Inactive,22.9855,-68.75,10,Inhibitor,21.6638,71.4058,,41,Partial curve; partial efficacy,-4.6643,3.0654,0.7918,-66.2382,5.1676,-2.2,0 0 0 0 0 0 0 0 0 0 0,-66.0296,0,15.6806,0.7405,20.619,20.1101,6.2489,-20.1104,-0.9913,2.6105,-24.0069,-66.0296,Inhibitor,24.3072,78.7406,,40,Partial curve; partial efficacy,-4.6143,2.4064,0.8255,-77.0819,1.6587,-2.2,0 0 0 0 0 0 0 0 0 0 0,-71.4704,0,4.1168,13.6665,6.3788,15.3554,0,-25.3262,2.5392,-3.0953,-27.7844,-71.4704
341,24397249,16019244,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122670-01/229331432,,Inactive,22.9855,-109.607,10,Inhibitor,21.6638,93.3471,,41,Partial curve; high efficacy,-4.6643,3.5117,0.8352,-95.5992,-2.2521,-2.1,0 0 0 0 0 0 0 0 0 0 0,-93.742,-20.7132,-8.158,-23.0695,3.1435,-6.7316,8.7288,-4.1473,18.8654,9.0121,-37.5882,-93.742,Inhibitor,24.3072,115.723,,41,Partial curve; high efficacy,-4.6143,3.132,0.8446,-127.981,-12.2583,-2.1,0 0 0 0 0 0 0 0 0 0 0,-125.472,-0.3394,-25.4947,-32.3435,-17.0026,0,0,-38.9253,0,3.563,-54.72,-125.472
342,24397254,16019249,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122675-01/229331154,,Inactive,27.4541,-75.475,10,Inhibitor,24.3072,70.0778,,40,Partial curve; partial efficacy,-4.6143,1.8851,0.8699,-72.4281,-2.3503,-2.2,0 0 0 0 0 0 0 0 0 0 0,-67.0631,5.864,-0.5617,6.4396,-13.4184,-9.0085,-0.203,0.0119,-0.0967,-19.2752,-21.8391,-67.0631,Inhibitor,30.601,93.1552,,10,Single point of activity,-4.5143,4.095,0.7281,-90.2671,2.8881,-3,0 0 0 0 0 0 0 0 0 0 0,-83.8869,8.8848,-9.244,31.6376,-22.736,5.5408,3.7321,23.1289,0,-17.8614,-8.576,-83.8869
343,24397347,16019331,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122768-01/229331162,,Inactive,16.2607,-120.397,10,Inhibitor,10.8576,107.591,,42,Partial curve; high efficacy,-4.9643,1.3723,0.9036,-97.6693,9.9216,-2.1,0 0 0 0 0 0 0 0 0 0 0,-88.6256,0,11.5749,16.9362,10.3983,6.1281,-6.7978,35.3943,-7.1227,-27.8251,-61.0247,-88.6256,Inhibitor,21.6638,196.842,,41,Partial curve; high efficacy,-4.6643,1.4163,0.9452,-182.602,14.2398,-2.1,0 0 0 0 0 0 0 0 0 0 0,-152.169,8.0146,20.5267,2.7831,26.2739,12.523,0,37.6957,5.1295,-29.7967,-63.9971,-152.169
344,24397409,16019391,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122830-01/229331164,,Inactive,38.7799,-64.362,10,Inhibitor,34.3349,73.4014,,10,Single point of activity,-4.4643,4.095,0.781,-76.7167,-3.3153,-3,1 0 0 0 0 0 0 0 0 0 0,-68.6678,29.7568,-17.4159,0,-12.1732,0,19.4856,-17.7541,-1.186,2.2249,-9.5951,-68.6678,Inhibitor,43.225,77.0675,,10,Single point of activity,-4.3643,4.9549,0.588,-75.0593,2.0082,-3,0 1 0 0 0 0 0 0 0 0 0,-60.0563,29.8613,-45.5365,0,-9.7114,0,27.0338,-25.8073,-5.8791,-2.5197,4.0228,-60.0563
345,24397415,16019395,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122836-01/229331118,,Inactive,21.3917,-60.6439,10,Inhibitor,12.1825,69.2817,,21,Partial curve; partial efficacy,-4.9143,2.4064,0.8701,-60.7817,8.5,-2.2,0 0 0 0 0 0 0 0 0 0 0,-58.6604,8.6019,13.6901,-2.7568,13.1516,11.2761,-5.8799,29.123,0,-1.4314,-44.9014,-58.6604,Inhibitor,30.601,70.6212,,10,Single point of activity,-4.5143,4.5045,0.7861,-66.5895,4.0317,-3,0 0 0 0 0 0 0 0 0 0 0,-62.6274,0,16.0832,5.11,0,26.7379,-11.6795,-3.4001,7.7624,-4.7889,-4.0266,-62.6274
346,24397635,16019600,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00123056-01/229331165,,Inactive,11.673,-35.0273,10,Inhibitor,9.6769,60.6583,,22,Complete curve; partial efficacy,-5.0143,2.3332,0.889,-59.2241,1.4342,-1.2,0 0 0 0 0 0 0 0 0 0 0,-55.5486,20.1096,0.1525,-6.2944,-10.4308,0,0,6.131,0,-12.077,-53.1963,-55.5486,Inhibitor,13.669,59.6327,,10,Single point of activity,-4.8643,4.095,0.902,-56.8591,2.7736,-3,0 0 0 1 0 0 0 0 0 0 1,-14.5061,4.6838,-4.5183,-4.7086,-30.9542,9.6064,8.5194,7.0992,0,0,-44.9219,-14.5061
347,24397647,16019610,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00123068-01/229331384,,Inactive,19.3079,-38.2766,10,Inhibitor,19.3079,32.6383,,10,Partial curve; partial efficacy; poor fit,-4.7143,3.0654,0.5374,-31.2389,1.3994,-2.4,1 0 0 0 0 0 0 0 0 0 0,-30.283,-27.756,11.1469,0,0,-6.793,21.7297,-16.1011,0,0.6262,-14.7195,-30.283,Inhibitor,19.3079,43.6829,,10,Partial curve; partial efficacy; poor fit,-4.7143,3.9295,0.7359,-46.1956,-2.5127,-2.4,0 0 0 0 0 0 0 0 0 0 0,-46.2702,-20.5465,5.6492,0,0,-4.7205,0,-14.182,8.8566,1.3731,-23.4394,-46.2702
348,24398351,16020092,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00108517-01/229331280,,Inactive,16.9231,-94.2851,10,Inhibitor,12.1825,112.54,,42,Partial curve; high efficacy,-4.9143,1.5579,0.9083,-103.242,9.298,-2.1,0 0 0 0 0 0 0 0 0 0 0,-95.9972,6.3191,18.692,-1.898,0.3146,4.7461,0,36.831,1.8319,-26.5889,-61.0283,-95.9972,Inhibitor,21.6638,119.165,,41,Partial curve; high efficacy,-4.6643,1.1,0.9693,-116.642,2.523,-2.1,0 0 0 0 0 0 0 0 0 0 0,-92.573,0,0,4.2614,8.3468,0,0,0,-0.7109,-32.18,-45.1689,-92.573
349,24398391,4350740,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00108557-01/229331546,,Inactive,19.436,-94.2154,10,Inhibitor,17.2082,105.533,,41,Partial curve; high efficacy,-4.7643,4.9549,0.9228,-92.5353,12.9978,-2.1,0 0 0 0 0 0 0 0 0 0 0,-89.4916,8.7478,3.6245,7.0547,11.9067,14.9296,18.7989,34.297,-4.3757,22.6374,-58.3598,-89.4916,Inhibitor,21.6638,115.995,,41,Partial curve; high efficacy,-4.6643,3.5117,0.8277,-98.2397,17.7557,-2.1,0 0 0 0 0 0 0 0 0 0 0,-98.9392,37.1232,37.6429,-4.6958,8.996,0,35.6132,25.0195,-6.9784,28.036,-33.5168,-98.9392
350,24398475,16020190,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00108641-01/229331399,,Inactive,22.9855,-127.788,10,Inhibitor,24.3072,112.964,,41,Partial curve; high efficacy,-4.6143,2.1211,0.8493,-124.221,-11.2569,-2.1,0 0 0 0 0 0 0 0 0 0 0,-108.966,-17.3419,-5.5715,-26.6262,-5.1873,-19.8722,8.9531,-31.206,9.528,-20.1599,-54.7695,-108.966,Inhibitor,21.6638,152.19,,41,Partial curve; high efficacy,-4.6643,2.4064,0.9696,-158.339,-6.1488,-2.1,0 0 0 0 0 0 0 0 0 0 0,-146.61,-6.3802,0,-22.0084,7.1105,-13.4308,0,-8.1839,0,-18.534,-71.9228,-146.61
351,24398572,16020277,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00108738-01/229331643,,Inactive,25.7902,-135.007,10,Inhibitor,24.3072,111.283,,41,Partial curve; high efficacy,-4.6143,3.0654,0.8963,-114.348,-3.0644,-2.1,1 0 0 0 0 0 0 0 0 0 0,-112.106,-24.4769,0,-33.282,7.2248,10.4693,0.7336,-5.5747,-3.6011,0.4734,-41.2108,-112.106,Inhibitor,27.2732,172.295,,41,Partial curve; high efficacy,-4.5643,4.095,0.7961,-169.07,3.2242,-2.1,0 0 0 0 0 0 0 0 0 0 0,-157.909,-18.2084,0,-46.3674,2.7309,57.0363,0,9.7695,8.2514,14.1749,-33.6464,-157.909
352,24398628,16020329,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00108794-01/229331249,,Inactive,24.4685,-80.3114,10,Inhibitor,21.6638,59.308,,21,Partial curve; partial efficacy,-4.6643,3.132,0.8429,-64.0426,-4.7346,-2.2,0 0 0 0 0 0 0 0 0 0 0,-60.6876,0,3.2497,-14.475,-14.0665,0,-16.5158,6.6581,-6.6278,-0.8366,-30.7848,-60.6876,Inhibitor,27.2732,97.6394,,10,Partial curve; high efficacy; poor fit,-4.5643,1.9673,0.7514,-107.93,-10.2907,-2.3,0 0 0 0 0 0 0 0 0 0 0,-99.9353,1.9451,-10.4726,-42.1198,-22.5984,0,3.7514,8.3881,-27.1905,-12.3508,-36.9216,-99.9353
353,24398659,16020351,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00108825-01/229331273,,Inactive,4.8499,-49.6431,10,Inhibitor,4.8499,34.4588,,10,Complete curve; partial efficacy; poor fit,-5.3143,4.9549,0.5855,-39.8193,-5.3606,-1.4,0 0 0 0 0 0 0 0 0 0 0,-38.0578,0,-33.1355,-19.8681,-2.9116,-12.2315,1.2412,11.3725,-2.3538,-31.7539,-42.2333,-38.0578,Inhibitor,4.8499,52.1775,,22,Complete curve; partial efficacy,-5.3143,1.6266,0.8494,-58.3003,-6.1228,-1.2,0 0 0 0 0 0 0 0 0 0 0,-61.2284,-5.3086,-28.6793,0,-2.6537,0,-2.5175,-6.3021,-12.6455,-44.0758,-46.2348,-61.2284
354,24399220,16020873,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00123837-01/229331612,,Inactive,20.4858,-88.3297,10,Inhibitor,19.3079,76.6024,,10,Partial curve; partial efficacy; poor fit,-4.7143,2.7202,0.765,-80.4565,-3.8542,-2.4,1 0 0 0 0 0 0 0 0 0 0,-76.9864,44.0944,0,-10.8189,14.4509,-24.6712,-9.2239,-15.7981,21.5554,-10.2558,-40.6675,-76.9864,Inhibitor,21.6638,94.1025,,41,Partial curve; high efficacy,-4.6643,3.132,0.8466,-101.666,-7.5638,-2.1,1 0 0 0 0 0 0 0 0 0 0,-99.6729,29.605,0,-6.4995,4.1306,-15.588,-13.8315,-36.8591,8.3816,-1.0196,-46.615,-99.6729
355,24399228,16020881,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00123845-01/229331375,,Inactive,25.7902,-140.26,10,Inhibitor,24.3072,118.575,,41,Partial curve; high efficacy,-4.6143,2.2526,0.9271,-115.407,3.1679,-2.1,0 0 0 0 0 0 0 0 0 0 0,-113.144,1.8948,-3.4957,4.1982,13.5721,0,7.6682,-0.3809,10.5981,-20.961,-27.4821,-113.144,Inhibitor,27.2732,194.558,,41,Partial curve; high efficacy,-4.5643,1.8851,0.8955,-179.875,14.6829,-2.1,0 0 0 0 0 0 0 0 0 0 0,-167.376,0,7.6978,13.5357,10.4458,23.6187,42.3807,35.026,5.1884,-25.6514,-32.6698,-167.376
356,24399237,16020890,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00123854-01/229331259,,Inactive,24.4685,-96.3591,10,Inhibitor,27.2732,126.975,,10,Partial curve; high efficacy; poor fit,-4.5643,1.21,0.8406,-114.106,12.8693,-2.3,0 0 0 0 0 0 0 0 1 0 0,-84.8745,13.0416,0,30.2355,37.6902,2.0258,0,15.2492,-8.0596,32.4516,-29.4194,-84.8745,Inhibitor,21.6638,116.442,,41,Partial curve; high efficacy,-4.6643,3.9295,0.824,-98.8944,17.5479,-2.1,0 0 0 0 0 0 0 0 0 0 0,-107.844,27.0592,-16.5788,44.747,15.9133,7.0182,0,11.7735,26.1652,37.3905,-22.925,-107.844
357,24399388,16021036,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00124005-01/229331327,,Inactive,22.9855,-129.196,10,Inhibitor,21.6638,116.16,,41,Partial curve; high efficacy,-4.6643,2.7202,0.899,-111.677,4.4831,-2.1,0 0 0 0 0 0 0 0 0 0 0,-104.272,22.6038,-16.1481,-6.6241,1.2743,1.5628,11.1183,23.8177,0,-0.7265,-44.152,-104.272,Inhibitor,24.3072,165.225,,41,Partial curve; high efficacy,-4.6143,2.7202,0.9547,-156.774,8.4514,-2.1,0 0 0 0 0 0 0 0 0 0 0,-154.12,33.6874,14.8473,0,0,0,0,7.7368,14.8527,-1.5317,-47.5316,-154.12
358,24399620,16021264,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00124237-01/229331002,,Inactive,24.3072,-73.9035,10,Inhibitor,24.3072,73.1606,,10,Partial curve; partial efficacy; poor fit,-4.6143,1.331,0.807,-80.0907,-6.9301,-2.4,1 0 0 0 0 0 0 0 0 0 0,-63.564,-24.7728,-3.8041,-12.2565,-26.4006,-10.6339,-3.8061,5.7371,-16.2202,-18.8231,-34.8629,-63.564,Inhibitor,24.3072,84.4741,,40,Partial curve; high efficacy,-4.6143,3.0654,0.9496,-85.9278,-1.4537,-2.1,0 0 0 0 0 0 0 0 0 0 0,-84.243,0,0,-10.9063,-9.3576,10.2944,-3.0578,0,-4.5568,1.3704,-29.2377,-84.243
359,24399654,16021298,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00124271-01/229331196,,Inactive,20.4858,-38.4389,10,Inhibitor,19.3079,49.371,,10,Partial curve; partial efficacy; poor fit,-4.7143,3.9295,0.6717,-39.0468,10.3242,-2.4,0 0 0 0 0 0 0 0 0 0 0,-38.2258,0,0.214,0,6.2017,12.4717,4.5911,38.2577,14.2445,14.6884,-14.1581,-38.2258,Inhibitor,21.6638,40.1804,,20,Partial curve; partial efficacy,-4.6643,3.99,0.8502,-38.7309,1.4495,-2.2,0 0 0 0 0 0 0 0 0 0 0,-38.6519,0,-4.7739,2.2452,-5.6109,0,0,0.4148,8.8989,12.3574,-16.1034,-38.6519
360,24399941,16021568,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00124558-01/229330987,,Inactive,24.3072,-121.648,10,Inhibitor,24.3072,117.588,,41,Partial curve; high efficacy,-4.6143,4.095,0.8533,-112.011,5.5772,-2.1,0 0 0 0 0 0 0 0 0 0 0,-104.961,19.3051,6.1743,0,34.469,1.9759,3.951,-23.0061,0,7.1394,-24.3853,-104.961,Inhibitor,24.3072,155.609,,41,Partial curve; high efficacy,-4.6143,4.5045,0.9138,-148.681,6.9279,-2.1,0 0 0 0 0 0 0 0 0 0 0,-138.334,7.1044,0,13.2591,23.2214,-1.6342,0.4813,-14.7683,0,34.8625,-32.9748,-138.334
361,24400163,16021790,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00124780-01/229331160,,Inactive,14.5029,-127.048,10,Inhibitor,13.669,112.13,,42,Partial curve; high efficacy,-4.8643,2.5334,0.8941,-109.237,2.8927,-2.1,0 0 0 0 0 0 0 0 0 0 0,-107.302,3.8209,37.331,-6.3342,-15.2675,-3.4751,10.5077,-2.9496,0,-11.4853,-74.764,-107.302,Inhibitor,15.3368,160.784,,10,Partial curve; high efficacy; poor fit,-4.8143,2.5334,0.974,-150.61,10.1733,-2.3,0 1 0 0 0 0 0 0 0 0 0,-146.794,0,130.031,15.6557,22.762,21.5879,12.7847,-4.28,0,-2.4677,-90.8,-146.794
362,24400190,16021817,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00124807-01/229331256,,Inactive,11.673,-32.1626,10,Inhibitor,9.6769,31.9033,,10,Complete curve; partial efficacy; poor fit,-5.0143,4.9549,0.7697,-30.3345,1.5688,-1.4,1 0 0 0 0 0 0 0 0 0 0,-28.2907,-22.7805,6.5287,-6.6791,2.5883,-4.3029,17.7833,-5.9992,0,-0.814,-31.5287,-28.2907,Inhibitor,13.669,34.2413,,10,Complete curve; partial efficacy; poor fit,-4.8643,1.8851,0.5439,-39.2957,-5.0544,-1.4,1 0 0 0 0 0 0 0 0 0 0,-36.0344,-34.0413,0,-19.0082,-6.4048,-14.7621,14.5093,-17.026,6.2093,-11.7175,-29.8778,-36.0344
363,24400352,16021978,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00124969-01/229331220,,Inactive,21.8075,-36.9832,10,Inhibitor,19.3079,45.2513,,10,Partial curve; partial efficacy; poor fit,-4.7143,1.6924,0.7547,-43.2698,1.9815,-2.4,0 0 0 0 0 0 0 0 0 0 0,-37.3082,-1.6316,-16.0077,5.0471,0.6774,13.0625,5.0303,3.3783,6.7177,-7.1026,-19.2894,-37.3082,Inhibitor,24.3072,53.6122,,20,Partial curve; partial efficacy,-4.6143,1.331,0.8344,-46.801,6.8112,-2.2,0 0 0 0 0 0 0 0 0 0 0,-36.6581,19.5666,1.0989,8.9887,5.6659,12.1226,1.5508,0,0,-1.7987,-11.0669,-36.6581
364,24400385,16022009,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00125002-01/229331117,,Inactive,15.1441,-61.8385,10,Inhibitor,21.6638,66.9449,,10,Partial curve; partial efficacy; poor fit,-4.6643,0.8,0.6849,-72.1171,-5.1722,-2.4,0 0 0 0 0 0 0 0 0 0 0,-54.5374,12.1846,-14.958,-26.2728,5.7667,-4.2805,-6.4843,-9.4017,-10.4924,-31.1773,-28.7796,-54.5374,Inhibitor,8.6245,79.3751,,10,Partial curve; partial efficacy; poor fit,-5.0643,0.6,0.7704,-82.9675,-3.5924,-2.4,0 1 0 0 0 0 0 0 0 0 0,-69.1395,1.7842,-38.2772,-15.3268,-0.3869,0,-29.3841,-11.5996,-15.6969,-57.7969,-39.0665,-69.1395
365,24400724,16022339,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00125341-01/229331078,,Inactive,35.2491,-81.7769,10,Inhibitor,27.2732,83.1826,,40,Partial curve; partial efficacy,-4.5643,4.095,0.9764,-80.9324,2.2502,-2.2,0 0 0 0 0 0 0 0 0 0 0,-74.57,0,0,0,5.9859,7.9278,0,-3.0308,2.5794,7.323,-14.5523,-74.57,Inhibitor,43.225,117.293,,10,Single point of activity,-4.3643,4.9549,0.9519,-111.76,5.5329,-3,0 0 0 0 0 0 0 0 0 0 0,-88.9839,0,7.7937,0,3.4203,5.6096,0,8.7312,0,21.6736,5.7535,-88.9839
366,24400737,16022352,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00125354-01/229330996,,Inactive,20.4858,-68.7022,10,Inhibitor,21.6638,63.374,,10,Partial curve; partial efficacy; poor fit,-4.6643,3.9295,0.7816,-64.0088,-0.6348,-2.4,0 0 0 1 0 0 0 0 0 0 0,-63.5091,0,-2.8812,-15.1869,43.5953,-19.082,0,17.8388,8.9499,8.6801,-27.9759,-63.5091,Inhibitor,19.3079,68.4174,,41,Partial curve; partial efficacy,-4.7143,3.5117,0.8862,-75.807,-7.3895,-2.2,0 0 0 0 0 0 0 0 0 0 0,-73.8953,0,-22.2425,-3.1949,0,-18.4491,-4.1012,-14.0686,-2.1796,-1.7031,-42.3404,-73.8953
